distance,day,hour,timestamp
2.6465759470393526,21,17,2015-09-21 17:00:00
2.536447902571042,21,18,2015-09-21 18:00:00
2.5625247875354105,21,19,2015-09-21 19:00:00
2.734938322368421,21,20,2015-09-21 20:00:00
3.085581936685289,21,21,2015-09-21 21:00:00
3.17064705882353,21,22,2015-09-21 22:00:00
2.8754980340760157,21,23,2015-09-21 23:00:00
2.7241959798994975,22,0,2015-09-22 00:00:00
2.64748051948052,22,1,2015-09-22 01:00:00
2.7620081967213115,22,2,2015-09-22 02:00:00
2.8786217008797657,22,3,2015-09-22 03:00:00
3.5596296296296295,22,4,2015-09-22 04:00:00
4.274767123287671,22,5,2015-09-22 05:00:00
3.5651583710407238,22,6,2015-09-22 06:00:00
2.9771298405466973,22,7,2015-09-22 07:00:00
2.6981152512998268,22,8,2015-09-22 08:00:00
2.791125058112506,22,9,2015-09-22 09:00:00
2.8924217002237134,22,10,2015-09-22 10:00:00
2.9396705882352943,22,11,2015-09-22 11:00:00
2.8582407948568087,22,12,2015-09-22 12:00:00
2.864809667673716,22,13,2015-09-22 13:00:00
2.9493983092988563,22,14,2015-09-22 14:00:00
2.7463348837209307,22,15,2015-09-22 15:00:00
2.513614508646141,22,16,2015-09-22 16:00:00
2.4369791666666663,22,17,2015-09-22 17:00:00
2.397731006160164,22,18,2015-09-22 18:00:00
2.5217553584626753,22,19,2015-09-22 19:00:00
2.7069745484400656,22,20,2015-09-22 20:00:00
3.0039933026370864,22,21,2015-09-22 21:00:00
3.161809256661992,22,22,2015-09-22 22:00:00
2.987091222030981,22,23,2015-09-22 23:00:00
2.9614820592823716,23,0,2015-09-23 00:00:00
2.79982740021575,23,1,2015-09-23 01:00:00
2.9424479166666666,23,2,2015-09-23 02:00:00
2.84780269058296,23,3,2015-09-23 03:00:00
3.250537897310514,23,4,2015-09-23 04:00:00
4.43893982808023,23,5,2015-09-23 05:00:00
3.7695099540581927,23,6,2015-09-23 06:00:00
3.16764801297648,23,7,2015-09-23 07:00:00
2.9001230769230775,23,8,2015-09-23 08:00:00
2.9344806127333647,23,9,2015-09-23 09:00:00
2.9413104611923506,23,10,2015-09-23 10:00:00
2.776009913258984,23,11,2015-09-23 11:00:00
2.8655406976744184,23,12,2015-09-23 12:00:00
2.8522716346153847,23,13,2015-09-23 13:00:00
2.8578246926777124,23,14,2015-09-23 14:00:00
2.8070131086142327,23,15,2015-09-23 15:00:00
